borough,created_year,created_month_name,incident_zip,has_incident_zip,city_cleaned_group,city_or_zip_label,location_type_clean,sighting_count,coordinate_count,average_latitude,average_longitude
BRONX,2016,Jun,10461,True,Bronx,10461,1-2 Family Dwelling,2,2,40.849214715,-73.85168623000001
BRONX,2016,Jun,10461,True,Bronx,10461,3+ Family Apt. Building,1,1,40.8564599,-73.84075837
BRONX,2016,Jun,10461,True,Bronx,10461,Vacant Lot,1,1,40.85543535,-73.85915698
BRONX,2016,Jun,10462,True,Bronx,10462,1-2 Family Dwelling,2,2,40.839868374999995,-73.86241604
BRONX,2016,Jun,10462,True,Bronx,10462,3+ Family Apt. Building,9,9,40.85121530777778,-73.86387641888889
BRONX,2016,Jun,10462,True,Bronx,10462,3+ Family Mixed Use Building,1,1,40.85672767,-73.86335843
BRONX,2016,Jun,10462,True,Bronx,10462,Commercial Building,1,1,40.84781055,-73.85692492
BRONX,2016,Jun,10462,True,Bronx,10462,Other,4,4,40.8416107075,-73.8641605975
BRONX,2016,Jun,10463,True,Bronx,10463,3+ Family Apt. Building,6,6,40.87886724333333,-73.906803855
BRONX,2016,Jun,10464,True,Bronx,10464,1-2 Family Dwelling,1,1,40.85523822,-73.78923483
BRONX,2016,Jun,10465,True,Bronx,10465,1-2 Family Dwelling,2,2,40.82637894,-73.82541028
BRONX,2016,Jun,10465,True,Bronx,10465,3+ Family Mixed Use Building,1,1,40.82229507,-73.81078286
BRONX,2016,Jun,10466,True,Bronx,10466,1-2 Family Dwelling,5,5,40.890756489999994,-73.84817719
BRONX,2016,Jun,10466,True,Bronx,10466,3+ Family Apt. Building,2,2,40.89327992,-73.84303622
BRONX,2016,Jun,10466,True,Bronx,10466,3+ Family Mixed Use Building,1,1,40.89514899,-73.85745239
BRONX,2016,Jun,10466,True,Bronx,10466,Construction Site,1,1,40.89652212,-73.84122667
BRONX,2016,Jun,10466,True,Bronx,10466,Other,1,1,40.88126644,-73.83874254
BRONX,2016,Jun,10466,True,Bronx,10466,Parking Lot/Garage,1,1,40.89469979,-73.85598485
BRONX,2016,Jun,10467,True,Bronx,10467,1-2 Family Dwelling,8,8,40.87604984,-73.86708293875
BRONX,2016,Jun,10467,True,Bronx,10467,3+ Family Apt. Building,20,20,40.87307750949999,-73.873269724
BRONX,2016,Jun,10467,True,Bronx,10467,3+ Family Mixed Use Building,3,3,40.87438424333333,-73.87148282333334
BRONX,2016,Jun,10467,True,Bronx,10467,Other,1,1,40.8596017,-73.87078881
BRONX,2016,Jun,10467,True,Bronx,10467,Parking Lot/Garage,1,1,40.88315931,-73.880887
BRONX,2016,Jun,10468,True,Bronx,10468,1-2 Family Dwelling,2,2,40.871354894999996,-73.90183429000001
BRONX,2016,Jun,10468,True,Bronx,10468,1-2 Family Mixed Use Building,1,1,40.86445949,-73.90098221
BRONX,2016,Jun,10468,True,Bronx,10468,3+ Family Apt. Building,6,6,40.870680666666665,-73.89884326166667
BRONX,2016,Jun,10468,True,Bronx,10468,3+ Family Mixed Use Building,1,1,40.87045813,-73.90271966
BRONX,2016,Jun,10468,True,Bronx,10468,Other,1,1,40.85840604,-73.89938614
BRONX,2016,Jun,10469,True,Bronx,10469,1-2 Family Dwelling,5,5,40.865574990000006,-73.84960399
BRONX,2016,Jun,10469,True,Bronx,10469,School/Pre-School,1,1,40.8748068,-73.86089137
BRONX,2016,Jun,10470,True,Bronx,10470,1-2 Family Dwelling,2,2,40.89911867,-73.87225294
BRONX,2016,Jun,10470,True,Bronx,10470,3+ Family Apt. Building,1,1,40.89806186,-73.86729217
BRONX,2016,Jun,10471,True,Bronx,10471,3+ Family Apt. Building,1,1,40.89537254,-73.89738059
BRONX,2016,Jun,10472,True,Bronx,10472,1-2 Family Dwelling,1,1,40.82686769,-73.87523896
BRONX,2016,Jun,10472,True,Bronx,10472,3+ Family Apt. Building,2,2,40.828845685000005,-73.87440217
BRONX,2016,Jun,10472,True,Bronx,10472,3+ Family Mixed Use Building,1,1,40.82654824,-73.87680051
BRONX,2016,Jun,10472,True,Bronx,10472,Other,6,6,40.832616188333326,-73.86211906166666
BRONX,2016,Jun,10473,True,Bronx,10473,1-2 Family Dwelling,3,3,40.81894925666666,-73.85875938
BRONX,2016,Jun,10473,True,Bronx,10473,3+ Family Mixed Use Building,1,1,40.81349323,-73.85682529
BRONX,2016,Jun,10473,True,Bronx,10473,Other,1,1,40.82395759,-73.87713772
BRONX,2016,Jun,10474,True,Bronx,10474,1-2 Family Dwelling,1,1,40.81330729,-73.8871137
BRONX,2016,Jun,10474,True,Bronx,10474,3+ Family Apt. Building,3,3,40.81418816666667,-73.88693757
BRONX,2016,Jun,10474,True,Bronx,10474,3+ Family Mixed Use Building,1,1,40.81893933,-73.8869813
BRONX,2016,Jun,10474,True,Bronx,10474,Commercial Building,1,1,40.81475596,-73.8865585
BRONX,2016,Jul,10451,True,Bronx,10451,1-2 Family Dwelling,1,1,40.82382427,-73.91498949
BRONX,2016,Jul,10451,True,Bronx,10451,3+ Family Apt. Building,4,4,40.8201917125,-73.9219337975
BRONX,2016,Jul,10451,True,Bronx,10451,Commercial Building,2,2,40.822966475,-73.9270094
BRONX,2016,Jul,10451,True,Bronx,10451,Government Building,1,1,40.82635371,-73.92102409
BRONX,2016,Jul,10451,True,Bronx,10451,Other,1,1,40.81472116,-73.92448799
BRONX,2016,Jul,10451,True,Bronx,10451,Vacant Lot,1,1,40.8236288,-73.9179453
BRONX,2016,Jul,10452,True,Bronx,10452,1-2 Family Dwelling,8,8,40.835564355,-73.92638447875001
BRONX,2016,Jul,10452,True,Bronx,10452,3+ Family Apt. Building,14,14,40.835659221428564,-73.9222620757143
BRONX,2016,Jul,10452,True,Bronx,10452,3+ Family Mixed Use Building,1,1,40.83803395,-73.92323279
BRONX,2016,Jul,10452,True,Bronx,10452,Commercial Building,1,1,40.83580402,-73.92554459
BRONX,2016,Jul,10452,True,Bronx,10452,Other,1,1,40.83771018,-73.9276313
BRONX,2016,Jul,10452,True,Bronx,10452,Vacant Lot,1,1,40.83307514,-73.92889751
BRONX,2016,Jul,10453,True,Bronx,10453,1-2 Family Dwelling,3,3,40.851962879999995,-73.91857183
BRONX,2016,Jul,10453,True,Bronx,10453,3+ Family Apt. Building,13,13,40.852086605384606,-73.91045571461538
BRONX,2016,Jul,10453,True,Bronx,10453,3+ Family Mixed Use Building,2,2,40.850300225,-73.910195195
BRONX,2016,Jul,10453,True,Bronx,10453,Other,1,1,40.85004615,-73.91351737
BRONX,2016,Jul,10453,True,Bronx,10453,Parking Lot/Garage,1,1,40.8532092,-73.90790676
BRONX,2016,Jul,10454,True,Bronx,10454,3+ Family Apt. Building,7,7,40.807581688571425,-73.91980787714286
BRONX,2016,Jul,10454,True,Bronx,10454,3+ Family Mixed Use Building,1,1,40.80731194,-73.91866258
BRONX,2016,Jul,10454,True,Bronx,10454,Commercial Building,1,1,40.80769095,-73.90803115
BRONX,2016,Jul,10454,True,Bronx,10454,Other,3,3,40.80690963,-73.92038606666667
BRONX,2016,Jul,10455,True,Bronx,10455,1-2 Family Dwelling,2,2,40.815840570000006,-73.902015515
BRONX,2016,Jul,10455,True,Bronx,10455,3+ Family Apt. Building,4,4,40.816298322499996,-73.9089575225
BRONX,2016,Jul,10455,True,Bronx,10455,3+ Family Mixed Use Building,3,3,40.81447488,-73.90597456666667
BRONX,2016,Jul,10456,True,Bronx,10456,1-2 Family Dwelling,1,1,40.83314669,-73.90281396
BRONX,2016,Jul,10456,True,Bronx,10456,3+ Family Apt. Building,14,14,40.831360232142856,-73.91212260071428
BRONX,2016,Jul,10456,True,Bronx,10456,3+ Family Mixed Use Building,1,1,40.83064962,-73.91771622
BRONX,2016,Jul,10456,True,Bronx,10456,Other,1,1,40.83465851,-73.91615012
BRONX,2016,Jul,10457,True,Bronx,10457,1-2 Family Dwelling,12,12,40.84739997416666,-73.89276347166667
BRONX,2016,Jul,10457,True,Bronx,10457,3+ Family Apt. Building,14,14,40.846054085000006,-73.90184002142858
BRONX,2016,Jul,10457,True,Bronx,10457,3+ Family Mixed Use Building,1,1,40.84576469,-73.9102917
BRONX,2016,Jul,10457,True,Bronx,10457,Commercial Building,3,3,40.85312986333333,-73.89340952333333
BRONX,2016,Jul,10457,True,Bronx,10457,Other,1,1,40.83904558,-73.90019243
BRONX,2016,Jul,10457,True,Bronx,10457,Vacant Lot,1,1,40.8459264,-73.90653977
BRONX,2016,Jul,10458,True,Bronx,10458,1-2 Family Dwelling,6,6,40.865720950000004,-73.88979250666667
BRONX,2016,Jul,10458,True,Bronx,10458,3+ Family Apt. Building,17,17,40.86170598117647,-73.89023466882354
BRONX,2016,Jul,10458,True,Bronx,10458,3+ Family Mixed Use Building,2,2,40.85692626,-73.890005865
BRONX,2016,Jul,10458,True,Bronx,10458,Other,1,1,40.85385617,-73.88556642
BRONX,2016,Jul,10459,True,Bronx,10459,1-2 Family Dwelling,1,1,40.82766666,-73.88891048
BRONX,2016,Jul,10459,True,Bronx,10459,3+ Family Apt. Building,8,8,40.823749969999994,-73.89521924875
BRONX,2016,Jul,10459,True,Bronx,10459,3+ Family Mixed Use Building,3,3,40.82234309333333,-73.89709460333334
BRONX,2016,Jul,10459,True,Bronx,10459,Commercial Building,1,1,40.82388449,-73.89185068
BRONX,2016,Jul,10459,True,Bronx,10459,Other,3,3,40.81960258666666,-73.89567534666666
BRONX,2016,Jul,10459,True,Bronx,10459,Vacant Building,1,1,40.82878625,-73.89152835
BRONX,2016,Jul,10460,True,Bronx,10460,1-2 Family Dwelling,2,2,40.83674008,-73.88687522000001
BRONX,2016,Jul,10460,True,Bronx,10460,3+ Family Apt. Building,11,11,40.840634255454546,-73.87706071909092
BRONX,2016,Jul,10460,True,Bronx,10460,Other,1,1,40.83966249,-73.88754964
BRONX,2016,Jul,10461,True,Bronx,10461,1-2 Family Dwelling,2,2,40.845400979999994,-73.850724555
BRONX,2016,Jul,10461,True,Bronx,10461,3+ Family Apt. Building,5,5,40.849552324,-73.84071819200001
BRONX,2016,Jul,10461,True,Bronx,10461,3+ Family Mixed Use Building,1,1,40.84850069,-73.83141585
BRONX,2016,Jul,10461,True,Bronx,10461,Commercial Building,1,1,40.84895739,-73.85437782
BRONX,2016,Jul,10461,True,Bronx,10461,Vacant Lot,1,1,40.85178115,-73.85394511
BRONX,2016,Jul,10462,True,Bronx,10462,1-2 Family Dwelling,5,5,40.842846179999995,-73.86075932399999
BRONX,2016,Jul,10462,True,Bronx,10462,1-2 Family Mixed Use Building,2,2,40.84325731,-73.86051617999999
BRONX,2016,Jul,10462,True,Bronx,10462,3+ Family Apt. Building,13,13,40.846735868461536,-73.86393170230768
BRONX,2016,Jul,10462,True,Bronx,10462,3+ Family Mixed Use Building,1,1,40.83841256,-73.8636418
BRONX,2016,Jul,10462,True,Bronx,10462,Commercial Building,2,2,40.846656615,-73.86051307
BRONX,2016,Jul,10462,True,Bronx,10462,Other,6,6,40.84135508333333,-73.85647502166665
BRONX,2016,Jul,10462,True,Bronx,10462,Parking Lot/Garage,1,1,40.84978451,-73.86416429
BRONX,2016,Jul,10462,True,Bronx,10462,Vacant Lot,1,1,40.85596084,-73.86479152
BRONX,2016,Jul,10463,True,Bronx,10463,1-2 Family Dwelling,3,3,40.879780776666664,-73.89945096000001
BRONX,2016,Jul,10463,True,Bronx,10463,3+ Family Apt. Building,13,13,40.88288317076923,-73.90361216846154
BRONX,2016,Jul,10463,True,Bronx,10463,3+ Family Mixed Use Building,1,1,40.87833035,-73.90657378
BRONX,2016,Jul,10463,True,Bronx,10463,Other,5,5,40.883486128,-73.906038548
BRONX,2016,Jul,10463,True,Bronx,10463,Parking Lot/Garage,1,1,40.88272225,-73.90371068
BRONX,2016,Jul,10464,True,Bronx,10464,1-2 Family Mixed Use Building,1,1,40.85558815,-73.79148942
BRONX,2016,Jul,10464,True,Bronx,10464,3+ Family Apt. Building,1,1,40.84061273,-73.78683805
BRONX,2016,Jul,10465,True,Bronx,10465,1-2 Family Dwelling,1,1,40.84127188,-73.81922929
BRONX,2016,Jul,10466,True,Bronx,10466,1-2 Family Dwelling,2,2,40.889513765000004,-73.837569035
BRONX,2016,Jul,10466,True,Bronx,10466,1-2 Family Mixed Use Building,1,1,40.88983003,-73.83306155
BRONX,2016,Jul,10466,True,Bronx,10466,3+ Family Apt. Building,3,3,40.891973326666665,-73.85005543666666
BRONX,2016,Jul,10466,True,Bronx,10466,Vacant Building,1,1,40.89224632,-73.84153346
BRONX,2016,Jul,10467,True,Bronx,10467,1-2 Family Dwelling,12,12,40.87248071166667,-73.869477475
BRONX,2016,Jul,10467,True,Bronx,10467,3+ Family Apt. Building,8,8,40.874585038750006,-73.87182268875
BRONX,2016,Jul,10467,True,Bronx,10467,3+ Family Mixed Use Building,5,5,40.87039688,-73.874079232
BRONX,2016,Jul,10467,True,Bronx,10467,Catch Basin/Sewer,2,2,40.861829119999996,-73.864882595
BRONX,2016,Jul,10467,True,Bronx,10467,Commercial Building,2,2,40.873802075,-73.87276072
BRONX,2016,Jul,10467,True,Bronx,10467,Vacant Lot,1,1,40.87815962,-73.87170017
BRONX,2016,Jul,10468,True,Bronx,10468,1-2 Family Dwelling,1,1,40.87099593,-73.90253085
BRONX,2016,Jul,10468,True,Bronx,10468,3+ Family Apt. Building,10,10,40.867605694999995,-73.900960588
BRONX,2016,Jul,10468,True,Bronx,10468,3+ Family Mixed Use Building,1,1,40.86726887,-73.89347942
BRONX,2016,Jul,10468,True,Bronx,10468,Parking Lot/Garage,1,1,40.86281537,-73.90755001
BRONX,2016,Jul,10469,True,Bronx,10469,1-2 Family Dwelling,4,4,40.87116374,-73.8568566175
BRONX,2016,Jul,10469,True,Bronx,10469,1-2 Family Mixed Use Building,1,1,40.87374114,-73.86029698
BRONX,2016,Jul,10469,True,Bronx,10469,3+ Family Apt. Building,1,1,40.87005561,-73.85853666
BRONX,2016,Jul,10469,True,Bronx,10469,Other,2,2,40.869044105,-73.85298348500001
BRONX,2016,Jul,10469,True,Bronx,10469,Vacant Building,1,1,40.87358195,-73.86030093
BRONX,2016,Jul,10470,True,Bronx,10470,1-2 Family Dwelling,1,1,40.90257566,-73.85272293
BRONX,2016,Jul,10470,True,Bronx,10470,3+ Family Apt. Building,1,1,40.90118275,-73.86276061
BRONX,2016,Jul,10471,True,Bronx,10471,1-2 Family Dwelling,1,1,40.91056771,-73.90450606
BRONX,2016,Jul,10471,True,Bronx,10471,3+ Family Apt. Building,1,1,40.89577833,-73.89690251
BRONX,2016,Jul,10471,True,Bronx,10471,Vacant Lot,1,1,40.89577833,-73.89690251
BRONX,2016,Jul,10472,True,Bronx,10472,1-2 Family Dwelling,5,5,40.828706248,-73.872140698
BRONX,2016,Jul,10472,True,Bronx,10472,3+ Family Apt. Building,6,6,40.82640803333333,-73.87340879999999
BRONX,2016,Jul,10472,True,Bronx,10472,3+ Family Mixed Use Building,1,1,40.82459453,-73.87729914
BRONX,2016,Jul,10472,True,Bronx,10472,Other,2,2,40.831568345,-73.868302755
BRONX,2016,Jul,10473,True,Bronx,10473,1-2 Family Dwelling,1,1,40.81680725,-73.85998658
BRONX,2016,Jul,10473,True,Bronx,10473,Vacant Lot,3,3,40.80654587666667,-73.85793955666666
BRONX,2016,Jul,10474,True,Bronx,10474,1-2 Family Dwelling,1,1,40.81273077,-73.88698462
BRONX,2016,Jul,10474,True,Bronx,10474,3+ Family Apt. Building,5,5,40.814676086,-73.88629279599999
BRONX,2016,Jul,10474,True,Bronx,10474,Government Building,1,1,40.81690495,-73.88925359
BRONX,2016,Jul,10474,True,Bronx,10474,Other,2,2,40.81637958,-73.88950917
BRONX,2016,Jul,10475,True,Bronx,10475,Other,1,1,40.87597327,-73.83580834
BRONX,2016,Aug,10451,True,Bronx,10451,1-2 Family Dwelling,1,1,40.815147,-73.92099403
BRONX,2016,Aug,10451,True,Bronx,10451,3+ Family Apt. Building,5,5,40.819717948000005,-73.921669208
BRONX,2016,Aug,10451,True,Bronx,10451,3+ Family Mixed Use Building,3,3,40.82681998666667,-73.92328541333333
BRONX,2016,Aug,10451,True,Bronx,10451,Commercial Building,1,1,40.82621612,-73.920522
BRONX,2016,Aug,10451,True,Bronx,10451,Vacant Lot,1,1,40.82376588,-73.91773195
BRONX,2016,Aug,10452,True,Bronx,10452,1-2 Family Dwelling,1,1,40.83555915,-73.92464142
BRONX,2016,Aug,10452,True,Bronx,10452,3+ Family Apt. Building,13,13,40.83593371615385,-73.9213255453846
BRONX,2016,Aug,10452,True,Bronx,10452,3+ Family Mixed Use Building,2,2,40.83760666,-73.92257017
BRONX,2016,Aug,10452,True,Bronx,10452,Commercial Building,1,1,40.82815867,-73.92352603
BRONX,2016,Aug,10452,True,Bronx,10452,Other,1,1,40.83597828,-73.92340863
BRONX,2016,Aug,10453,True,Bronx,10453,1-2 Family Dwelling,3,3,40.854633336666666,-73.91115433333333
BRONX,2016,Aug,10453,True,Bronx,10453,3+ Family Apt. Building,11,11,40.851669825454536,-73.91288249090908
BRONX,2016,Aug,10453,True,Bronx,10453,Government Building,1,1,40.85696958,-73.90142715
BRONX,2016,Aug,10453,True,Bronx,10453,Other,5,5,40.851239246,-73.91843033
BRONX,2016,Aug,10453,True,Bronx,10453,Vacant Lot,1,1,40.84938248,-73.90715662
BRONX,2016,Aug,10454,True,Bronx,10454,3+ Family Apt. Building,8,8,40.80917866125,-73.92112172375
BRONX,2016,Aug,10454,True,Bronx,10454,3+ Family Mixed Use Building,1,1,40.80588101,-73.91736033
BRONX,2016,Aug,10454,True,Bronx,10454,Construction Site,1,1,40.80812583,-73.91313475
BRONX,2016,Aug,10454,True,Bronx,10454,Other,4,4,40.8061100475,-73.9241356375
BRONX,2016,Aug,10454,True,Bronx,10454,Vacant Lot,1,1,40.8061194,-73.92479756
BRONX,2016,Aug,10455,True,Bronx,10455,1-2 Family Dwelling,1,1,40.81955112,-73.91549715
BRONX,2016,Aug,10455,True,Bronx,10455,1-2 Family Mixed Use Building,1,1,40.81826491,-73.91695838
BRONX,2016,Aug,10455,True,Bronx,10455,3+ Family Apt. Building,3,3,40.81522103333334,-73.90186713333334
BRONX,2016,Aug,10455,True,Bronx,10455,Commercial Building,1,1,40.81405775,-73.90683019
BRONX,2016,Aug,10455,True,Bronx,10455,Other,2,2,40.81341098,-73.90806657
BRONX,2016,Aug,10455,True,Bronx,10455,Vacant Building,2,2,40.816978505,-73.91819185
BRONX,2016,Aug,10456,True,Bronx,10456,1-2 Family Dwelling,1,1,40.83000164,-73.90006145
BRONX,2016,Aug,10456,True,Bronx,10456,3+ Family Apt. Building,12,12,40.83246475916666,-73.91193091666666
BRONX,2016,Aug,10456,True,Bronx,10456,3+ Family Mixed Use Building,4,4,40.828492430000004,-73.9107303225
BRONX,2016,Aug,10456,True,Bronx,10456,Construction Site,1,1,40.8324558,-73.91056621
BRONX,2016,Aug,10456,True,Bronx,10456,Other,2,2,40.823602175,-73.908126625
BRONX,2016,Aug,10456,True,Bronx,10456,Public Stairs,1,1,40.83406309,-73.90913302
BRONX,2016,Aug,10457,True,Bronx,10457,1-2 Family Dwelling,5,5,40.849381406,-73.90008055000001
BRONX,2016,Aug,10457,True,Bronx,10457,3+ Family Apt. Building,10,10,40.84802367,-73.900656573
BRONX,2016,Aug,10457,True,Bronx,10457,Commercial Building,1,1,40.84308215,-73.89915271
BRONX,2016,Aug,10457,True,Bronx,10457,Other,2,2,40.8488383,-73.898171695
BRONX,2016,Aug,10457,True,Bronx,10457,Vacant Building,1,1,40.84822295,-73.89010146
BRONX,2016,Aug,10457,True,Bronx,10457,Vacant Lot,1,1,40.84343866,-73.88982022
BRONX,2016,Aug,10458,True,Bronx,10458,1-2 Family Dwelling,1,1,40.861131639999996,-73.89339887
BRONX,2016,Aug,10458,True,Bronx,10458,1-2 Family Mixed Use Building,1,1,40.87099589,-73.88740626
BRONX,2016,Aug,10458,True,Bronx,10458,3+ Family Apt. Building,19,19,40.86326567578948,-73.88957775578946
BRONX,2016,Aug,10458,True,Bronx,10458,3+ Family Mixed Use Building,1,1,40.86758426,-73.89321498
BRONX,2016,Aug,10458,True,Bronx,10458,Other,1,1,40.85718334,-73.8861644
BRONX,2016,Aug,10459,True,Bronx,10459,1-2 Family Dwelling,3,3,40.82633555666667,-73.89689092
BRONX,2016,Aug,10459,True,Bronx,10459,3+ Family Apt. Building,11,11,40.826203699090904,-73.89427305
BRONX,2016,Aug,10459,True,Bronx,10459,3+ Family Mixed Use Building,3,3,40.82913067666667,-73.89696965333333
BRONX,2016,Aug,10459,True,Bronx,10459,Other,1,1,40.82099298,-73.89638971
BRONX,2016,Aug,10459,True,Bronx,10459,Parking Lot/Garage,1,1,40.82040887,-73.8969687
BRONX,2016,Aug,10459,True,Bronx,10459,Vacant Lot,1,1,40.82716845,-73.89622111
BRONX,2016,Aug,10460,True,Bronx,10460,1-2 Family Dwelling,6,6,40.84112200166667,-73.88135126166667
BRONX,2016,Aug,10460,True,Bronx,10460,3+ Family Apt. Building,8,8,40.84477023625,-73.88360957
BRONX,2016,Aug,10460,True,Bronx,10460,3+ Family Mixed Use Building,1,1,40.84553232,-73.88097968
BRONX,2016,Aug,10460,True,Bronx,10460,Commercial Building,1,1,40.84492331,-73.88398065
BRONX,2016,Aug,10461,True,Bronx,10461,1-2 Family Dwelling,1,1,40.83621018,-73.82791265
BRONX,2016,Aug,10461,True,Bronx,10461,1-2 Family Mixed Use Building,1,1,40.84842077,-73.85326935
BRONX,2016,Aug,10461,True,Bronx,10461,3+ Family Apt. Building,1,1,40.84713988,-73.82807956
BRONX,2016,Aug,10461,True,Bronx,10461,Vacant Lot,1,1,40.83917019,-73.83628226
BRONX,2016,Aug,10462,True,Bronx,10462,1-2 Family Dwelling,1,1,40.8360841,-73.84754333
BRONX,2016,Aug,10462,True,Bronx,10462,3+ Family Apt. Building,20,20,40.84318527699999,-73.85951841400001
BRONX,2016,Aug,10462,True,Bronx,10462,3+ Family Mixed Use Building,1,1,40.838228720000004,-73.85912113
BRONX,2016,Aug,10462,True,Bronx,10462,Commercial Building,1,1,40.83540721,-73.86142909
BRONX,2016,Aug,10462,True,Bronx,10462,Construction Site,1,1,40.83869405,-73.85369195
BRONX,2016,Aug,10463,True,Bronx,10463,1-2 Family Dwelling,4,4,40.8804486225,-73.89855800250001
BRONX,2016,Aug,10463,True,Bronx,10463,3+ Family Apt. Building,13,13,40.880789278461535,-73.89833167692308
BRONX,2016,Aug,10463,True,Bronx,10463,3+ Family Mixed Use Building,1,1,40.88301291,-73.89400389
BRONX,2016,Aug,10463,True,Bronx,10463,Other,3,3,40.87567860666667,-73.90500815333334
BRONX,2016,Aug,10463,True,Bronx,10463,Vacant Building,1,1,40.88363207,-73.90531866
BRONX,2016,Aug,10465,True,Bronx,10465,1-2 Family Dwelling,5,5,40.818265436,-73.81910902999999
BRONX,2016,Aug,10465,True,Bronx,10465,3+ Family Apt. Building,1,1,40.82394801,-73.81799006
BRONX,2016,Aug,10466,True,Bronx,10466,1-2 Family Dwelling,2,2,40.891044385,-73.8368472
BRONX,2016,Aug,10466,True,Bronx,10466,3+ Family Apt. Building,2,2,40.890471774999995,-73.86177172000001
BRONX,2016,Aug,10466,True,Bronx,10466,Vacant Lot,1,1,40.88930779,-73.84228551
BRONX,2016,Aug,10467,True,Bronx,10467,1-2 Family Dwelling,11,11,40.87482575636364,-73.8697415781818
BRONX,2016,Aug,10467,True,Bronx,10467,3+ Family Apt. Building,29,29,40.8774913113793,-73.8748730848276
BRONX,2016,Aug,10467,True,Bronx,10467,3+ Family Mixed Use Building,2,2,40.870738610000004,-73.872360475
BRONX,2016,Aug,10467,True,Bronx,10467,Commercial Building,1,1,40.87039089,-73.87815472
BRONX,2016,Aug,10467,True,Bronx,10467,Other,2,1,40.87625671,-73.86378838
BRONX,2016,Aug,10468,True,Bronx,10468,1-2 Family Dwelling,3,3,40.87075065,-73.89826466333334
BRONX,2016,Aug,10468,True,Bronx,10468,3+ Family Apt. Building,16,16,40.864893242499996,-73.902000919375
BRONX,2016,Aug,10468,True,Bronx,10468,3+ Family Mixed Use Building,2,2,40.86308753,-73.90470801
BRONX,2016,Aug,10468,True,Bronx,10468,Other,1,1,40.87085734,-73.89779085
BRONX,2016,Aug,10469,True,Bronx,10469,1-2 Family Dwelling,4,4,40.8689005675,-73.852412655
BRONX,2016,Aug,10469,True,Bronx,10469,1-2 Family Mixed Use Building,1,1,40.87535754,-73.86011279
BRONX,2016,Aug,10469,True,Bronx,10469,Commercial Building,1,1,40.87628451,-73.84865167
BRONX,2016,Aug,10469,True,Bronx,10469,Other,2,2,40.866834010000005,-73.85168217
BRONX,2016,Aug,10469,True,Bronx,10469,Parking Lot/Garage,1,1,40.87797932,-73.84551626
BRONX,2016,Aug,10469,True,Bronx,10469,Vacant Lot,2,2,40.873398480000006,-73.857282035
BRONX,2016,Aug,10470,True,Bronx,10470,1-2 Family Dwelling,1,1,40.90178258,-73.86875703
BRONX,2016,Aug,10471,True,Bronx,10471,Other,1,1,40.89298002,-73.9081591
BRONX,2016,Aug,10472,True,Bronx,10472,1-2 Family Dwelling,1,1,40.82819517,-73.86940444
BRONX,2016,Aug,10472,True,Bronx,10472,3+ Family Apt. Building,10,10,40.82785723900001,-73.864048025
BRONX,2016,Aug,10472,True,Bronx,10472,3+ Family Mixed Use Building,1,1,40.82459453,-73.87729914
BRONX,2016,Aug,10473,True,Bronx,10473,1-2 Family Dwelling,4,4,40.8099441375,-73.85896538
BRONX,2016,Aug,10473,True,Bronx,10473,3+ Family Apt. Building,6,6,40.821915311666665,-73.86253757833333
BRONX,2016,Aug,10473,True,Bronx,10473,Commercial Building,1,1,40.82562259,-73.85940797
BRONX,2016,Aug,10473,True,Bronx,10473,Vacant Lot,1,1,40.80706301,-73.85737013
BRONX,2016,Aug,10474,True,Bronx,10474,3+ Family Apt. Building,1,1,40.81699489,-73.88579238
BRONX,2016,Aug,10475,True,Bronx,10475,1-2 Family Dwelling,1,0,,
BRONX,2016,Sep,,False,,,Other,2,0,,
BRONX,2016,Sep,10451,True,Bronx,10451,1-2 Family Dwelling,2,2,40.82219351,-73.914446
BRONX,2016,Sep,10451,True,Bronx,10451,3+ Family Apt. Building,11,11,40.82007598909092,-73.91926533636364
BRONX,2016,Sep,10451,True,Bronx,10451,Other,3,3,40.81983030666667,-73.91960087333332
BRONX,2016,Sep,10451,True,Bronx,10451,Public Garden,1,1,40.81522192,-73.92218613
BRONX,2016,Sep,10452,True,Bronx,10452,1-2 Family Dwelling,1,1,40.83952935,-73.92253356
BRONX,2016,Sep,10452,True,Bronx,10452,3+ Family Apt. Building,18,18,40.832368347777766,-73.92272479333333
BRONX,2016,Sep,10452,True,Bronx,10452,3+ Family Mixed Use Building,1,1,40.83467615,-73.93026903
BRONX,2016,Sep,10452,True,Bronx,10452,Commercial Building,1,1,40.83510578,-73.92816175
BRONX,2016,Sep,10452,True,Bronx,10452,Other,2,2,40.840142404999995,-73.920114875
BRONX,2016,Sep,10453,True,Bronx,10453,3+ Family Apt. Building,18,18,40.85054795944445,-73.91443085611111
BRONX,2016,Sep,10453,True,Bronx,10453,3+ Family Mixed Use Building,1,1,40.85427704,-73.90809687
BRONX,2016,Sep,10453,True,Bronx,10453,Other,2,2,40.85172441,-73.90978479500001
BRONX,2016,Sep,10453,True,Bronx,10453,Parking Lot/Garage,1,1,40.85325564,-73.90763198
BRONX,2016,Sep,10453,True,Bronx,10453,Vacant Building,1,1,40.85132725,-73.92018114
BRONX,2016,Sep,10453,True,Bronx,10453,Vacant Lot,1,1,40.85136016,-73.92015579
BRONX,2016,Sep,10454,True,Bronx,10454,3+ Family Apt. Building,6,6,40.80978473333332,-73.919122635
